http://dbpedia.org/ontology/ComicsCreator	__total__	cómics creador	__total__	0	0
http://dbpedia.org/ontology/MusicalArtist	<http://dbpedia.org/ontology/status>	artista musical	estado	1749	16831
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/partner>	actor	socio	752	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/picture>	actor	imagen	28	13807
http://dbpedia.org/ontology/Writer	<http://xmlns.com/foaf/0.1/homepage>	escritor	página principal	695	4359
http://dbpedia.org/ontology/Writer	<http://xmlns.com/foaf/0.1/name>	escritor	nombre	2376	4359
http://dbpedia.org/ontology/MusicalArtist	<http://dbpedia.org/ontology/picture>	artista musical	imagen	92	16831
http://dbpedia.org/ontology/Writer	<http://dbpedia.org/ontology/pseudonym>	escritor	seudónimo	669	4359
http://dbpedia.org/ontology/MusicalArtist	<http://dbpedia.org/ontology/related>	artista musical	relacionados	7894	16831
http://dbpedia.org/ontology/MusicalArtist	__total__	artista musical	__total__	16831	16831
http://dbpedia.org/ontology/Writer	<http://dbpedia.org/ontology/spouse>	escritor	cónyuge	134	4359
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/spouse>	actor	cónyuge	1761	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/emmyAward>	actor	None	210	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/eyeColor>	actor	None	21	13807
http://dbpedia.org/ontology/Actor	__total__	actor	__total__	13807	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/goldenGlobeAward>	actor	None	431	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/hairColor>	actor	None	29	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/goyaAward>	actor	None	147	13807
http://dbpedia.org/ontology/AdultActor	__total__	actor adulto	__total__	0	0
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/activeYearsEndYear>	actor	años de actividad de fin de año	625	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/activeYearsStartYear>	actor	años de actividad comenzará el año	2039	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/alias>	actor	alias	1859	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/almaMater>	científico	alma máter	920	6091
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/award>	actor	premio	1040	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/birthDate>	científico	fecha de nacimiento	5	6091
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/birthPlace>	actor	lugar de nacimiento	13037	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/birthPlace>	científico	lugar de nacimiento	3317	6091
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/child>	actor	niño	511	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/child>	científico	niño	19	6091
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/country>	científico	país	3057	6091
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/deathDate>	actor	fecha muerte	1	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/deathPlace>	actor	muerte lugar	3271	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/deathPlace>	científico	muerte lugar	1978	6091
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/doctoralStudent>	científico	estudiante de doctorado	171	6091
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/ethnicity>	actor	etnicidad	424	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/field>	científico	campo	5533	6091
http://dbpedia.org/ontology/FictionalCharacter	<http://dbpedia.org/ontology/height>	personaje de ficción	altura (μ)	91	3034
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/influenced>	científico	influenciado	60	6091
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/influencedBy>	científico	influenciado por	116	6091
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/knownFor>	científico	conocido por	1003	6091
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/nationality>	científico	nacionalidad	4961	6091
http://dbpedia.org/ontology/FictionalCharacter	<http://dbpedia.org/ontology/picture>	personaje de ficción	imagen	7	3034
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/picture>	científico	imagen	2	6091
http://dbpedia.org/ontology/FictionalCharacter	<http://dbpedia.org/ontology/relation>	personaje de ficción	relación	137	3034
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/number>	actor	número	529	13807
http://dbpedia.org/ontology/Scientist	<http://dbpedia.org/ontology/spouse>	científico	cónyuge	112	6091
http://dbpedia.org/ontology/FictionalCharacter	<http://dbpedia.org/ontology/status>	personaje de ficción	estado	720	3034
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/weight>	actor	peso (g)	121	13807
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/occupation>	actor	ocupación	3819	13807
http://dbpedia.org/ontology/FictionalCharacter	<http://dbpedia.org/ontology/partner>	personaje de ficción	socio	242	3034
http://dbpedia.org/ontology/Actor	<http://dbpedia.org/ontology/year>	actor	año	102	13807
http://dbpedia.org/ontology/Actor	<http://xmlns.com/foaf/0.1/homepage>	actor	página principal	1739	13807
http://dbpedia.org/ontology/Actor	<http://xmlns.com/foaf/0.1/name>	actor	nombre	6353	13807
http://dbpedia.org/ontology/Scientist	__total__	científico	__total__	6091	6091
http://dbpedia.org/ontology/VoiceActor	__total__	el actor de voz	__total__	0	0
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/associate>	organización	asociar	23	17753
http://dbpedia.org/ontology/Astronaut	<http://dbpedia.org/ontology/birthPlace>	astronauta	lugar de nacimiento	10	106
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/chairman>	organización	presidente	52	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/colourName>	organización	Nombre del color	2212	17753
http://dbpedia.org/ontology/Astronaut	<http://dbpedia.org/ontology/deathPlace>	astronauta	muerte lugar	2	106
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/equity>	organización	equidad ($)	96	17753
http://dbpedia.org/ontology/Astronaut	<http://dbpedia.org/ontology/nationality>	astronauta	nacionalidad	10	106
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/numberOfEmployees>	organización	número de empleados	1462	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/numberOfPostgraduateStudents>	organización	número de estudiantes de postgrado	284	17753
http://dbpedia.org/ontology/Astronaut	<http://dbpedia.org/ontology/occupation>	astronauta	ocupación	2	106
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/officialSchoolColour>	organización	color de la escuela oficial	252	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/operatingIncome>	organización	Utilidad de operación ($)	367	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/pictureFormat>	organización	imágenes en el formato	717	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/regionServed>	organización	región servida	610	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/staff>	organización	personal	227	17753
http://dbpedia.org/ontology/Astronaut	<http://dbpedia.org/ontology/status>	astronauta	estado	3	106
http://dbpedia.org/ontology/Astronaut	__total__	astronauta	__total__	106	106
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/webcast>	organización	webcast	3	17753
http://dbpedia.org/ontology/Astronaut	<http://xmlns.com/foaf/0.1/name>	astronauta	nombre	106	106
http://dbpedia.org/ontology/ComicsCharacter	__total__	cómics carácter	__total__	0	0
http://dbpedia.org/ontology/FictionalCharacter	__total__	personaje de ficción	__total__	3034	3034
http://dbpedia.org/ontology/OfficeHolder	__total__	oficina titular	__total__	0	0
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/marketCapitalisation>	organización	None	32	17753
http://dbpedia.org/ontology/Company	<http://dbpedia.org/ontology/alliance>	empresa	alianza	138	1058
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/chairperson>	partido político	presidente	14	2393
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/colourName>	partido político	Nombre del color	2212	2393
http://dbpedia.org/ontology/Company	<http://dbpedia.org/ontology/destination>	empresa	destino	31	1058
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/endowment>	organización	dotación ($)	118	17753
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/extinctionDate>	partido político	extinción fecha	2	2393
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/extinctionYear>	partido político	extinción años	762	2393
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/firstAirDate>	organización	Primera fecha del aire	7	17753
http://dbpedia.org/ontology/Company	<http://dbpedia.org/ontology/formationDate>	empresa	formación de fecha	1	1058
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/formationDate>	partido político	formación de fecha	10	2393
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/formationYear>	partido político	formación año	2225	2393
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/formerName>	organización	nombre anterior	286	17753
http://dbpedia.org/ontology/Company	<http://dbpedia.org/ontology/headquarter>	empresa	sede	978	1058
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/headquarter>	partido político	sede	1216	2393
http://dbpedia.org/ontology/Company	<http://dbpedia.org/ontology/hubAirport>	empresa	centro de aeropuerto	922	1058
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/ideology>	partido político	ideología	2273	2393
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/leader>	partido político	líder	452	2393
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/location>	organización	ubicación	1086	17753
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/locationCountry>	organización	ubicación del país	153	17753
http://dbpedia.org/ontology/LawFirm	__total__	firma de abogados	__total__	0	0
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/president>	partido político	presidente	819	2393
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/purpose>	organización	propósito	92	17753
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/secretaryGeneral>	partido político	secretario	266	2393
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/spokesperson>	partido político	portavoz	120	2393
http://dbpedia.org/ontology/Organisation	<http://dbpedia.org/ontology/viceChancellor>	organización	vice canciller	30	17753
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/youthWing>	partido político	ala juvenil	146	2393
http://dbpedia.org/ontology/Company	<http://xmlns.com/foaf/0.1/homepage>	empresa	página principal	804	1058
http://dbpedia.org/ontology/PoliticalParty	<http://xmlns.com/foaf/0.1/homepage>	partido político	página principal	1289	2393
http://dbpedia.org/ontology/PoliticalParty	<http://xmlns.com/foaf/0.1/logo>	partido político	logo	1	2393
http://dbpedia.org/ontology/Band	__total__	banda	__total__	0	0
http://dbpedia.org/ontology/Company	<http://xmlns.com/foaf/0.1/name>	empresa	nombre	1014	1058
http://dbpedia.org/ontology/PoliticalParty	<http://xmlns.com/foaf/0.1/name>	partido político	nombre	2373	2393
http://dbpedia.org/ontology/Company	__total__	empresa	__total__	1058	1058
http://dbpedia.org/ontology/Non-ProfitOrganisation	__total__	sin ánimo de lucro	__total__	0	0
http://dbpedia.org/ontology/PoliticalParty	__total__	partido político	__total__	2393	2393
http://dbpedia.org/ontology/RecordLabel	__total__	sello discográfico	__total__	0	0
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/colour>	partido político	color	3	2393
http://dbpedia.org/ontology/PoliticalParty	<http://dbpedia.org/ontology/internationalAffiliation>	partido político	afiliación internacional	620	2393
http://dbpedia.org/ontology/EducationalInstitution	<http://dbpedia.org/ontology/motto>	institución educativa	lema	966	1872
http://dbpedia.org/ontology/MilitaryUnit	__total__	unidad militar	__total__	0	0
http://dbpedia.org/ontology/AutoRacingLeague	__total__	auto de carreras liga	__total__	0	0
http://dbpedia.org/ontology/BaseballLeague	__total__	béisbol de la liga	__total__	0	0
http://dbpedia.org/ontology/BasketballLeague	__total__	la liga de baloncesto	__total__	0	0
http://dbpedia.org/ontology/BowlingLeague	__total__	liga de bolos	__total__	0	0
http://dbpedia.org/ontology/BoxingLeague	__total__	liga de boxeo	__total__	0	0
http://dbpedia.org/ontology/CanadianFootballLeague	__total__	Canadian Football League	__total__	0	0
http://dbpedia.org/ontology/CricketLeague	__total__	liga de cricket	__total__	0	0
http://dbpedia.org/ontology/CurlingLeague	__total__	rizado liga	__total__	0	0
http://dbpedia.org/ontology/FieldHockeyLeague	__total__	campo de hockey de la liga	__total__	0	0
http://dbpedia.org/ontology/FormulaOneRacing	__total__	carreras de Fórmula Uno	__total__	0	0
http://dbpedia.org/ontology/GeopoliticalOrganisation	__total__	organización geopolítica	__total__	0	0
http://dbpedia.org/ontology/GolfLeague	__total__	golf liga	__total__	0	0
http://dbpedia.org/ontology/GovernmentAgency	__total__	agencia estatal	__total__	0	0
http://dbpedia.org/ontology/HandballLeague	__total__	Liga de balonmano	__total__	0	0
http://dbpedia.org/ontology/IceHockeyLeague	__total__	hockey sobre hielo liga	__total__	0	0
http://dbpedia.org/ontology/InlineHockeyLeague	__total__	inline hockey liga	__total__	0	0
http://dbpedia.org/ontology/LacrosseLeague	__total__	liga de lacrosse	__total__	0	0
http://dbpedia.org/ontology/Legislature	__total__	legislatura	__total__	0	0
http://dbpedia.org/ontology/MixedMartialArtsLeague	__total__	las artes marciales mixtas liga	__total__	0	0
http://dbpedia.org/ontology/MotorcycleRacingLeague	__total__	liga de carreras de motos	__total__	0	0
http://dbpedia.org/ontology/PaintballLeague	__total__	Paintball League	__total__	0	0
http://dbpedia.org/ontology/PoloLeague	__total__	polo liga	__total__	0	0
http://dbpedia.org/ontology/RadioControlledRacingLeague	__total__	controlado por radio Racing League	__total__	0	0
http://dbpedia.org/ontology/RugbyLeague	__total__	rugby league	__total__	0	0
http://dbpedia.org/ontology/SambaSchool	__total__	escuela de samba	__total__	0	0
http://dbpedia.org/ontology/SoccerLeague	__total__	liga de fútbol	__total__	0	0
http://dbpedia.org/ontology/SoccerLeagueSeason	__total__	temporada de la liga de fútbol	__total__	0	0
http://dbpedia.org/ontology/SoftballLeague	__total__	liga de softbol	__total__	0	0
http://dbpedia.org/ontology/SpeedwayLeague	__total__	speedway de liga	__total__	0	0
http://dbpedia.org/ontology/SportsLeague	__total__	liga deportiva	__total__	0	0
http://dbpedia.org/ontology/TennisLeague	__total__	tenis liga	__total__	0	0
http://dbpedia.org/ontology/VideogamesLeague	__total__	videojuegos liga	__total__	0	0
http://dbpedia.org/ontology/VolleyballLeague	__total__	liga de voleibol	__total__	0	0
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/affiliation>	universidad	afiliación	242	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/campus>	universidad	campus	263	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/chairman>	universidad	presidente	52	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/chancellor>	universidad	canciller	337	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/city>	universidad	ciudad	1741	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/country>	universidad	país	1528	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/dean>	universidad	decano	6	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/endowment>	universidad	dotación ($)	118	1872
http://dbpedia.org/ontology/University	__total__	universidad	__total__	1872	1872
http://dbpedia.org/ontology/Library	__total__	Biblioteca	__total__	0	0
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/facultySize>	universidad	facultad tamaño	174	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/foundedBy>	universidad	fundada por	98	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/foundingDate>	universidad	fecha de fundación	1	1872
http://dbpedia.org/ontology/SportsTeam	<http://dbpedia.org/ontology/homeArena>	equipo deportivo	casa arena	4635	5113
http://dbpedia.org/ontology/SportsTeam	<http://dbpedia.org/ontology/manager>	equipo deportivo	gerente	2437	5113
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/mascot>	universidad	mascota	232	1872
http://dbpedia.org/ontology/CanadianFootballTeam	__total__	equipo de fútbol canadiense	__total__	0	0
http://dbpedia.org/ontology/Cave	__total__	cueva	__total__	0	0
http://dbpedia.org/ontology/College	__total__	colegio	__total__	0	0
http://dbpedia.org/ontology/School	__total__	escuela	__total__	0	0
http://dbpedia.org/ontology/SpeedwayTeam	__total__	speedway equipo	__total__	0	0
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/motto>	universidad	lema	966	1872
http://dbpedia.org/ontology/SportsTeam	<http://dbpedia.org/ontology/position>	equipo deportivo	posición	3838	5113
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/type>	universidad	tipo	586	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/numberOfDoctoralStudents>	universidad	número de estudiantes de doctorado	41	1872
http://dbpedia.org/ontology/SportsTeam	<http://dbpedia.org/ontology/foundingYear>	equipo deportivo	año de fundación	101	5113
http://dbpedia.org/ontology/SportsTeam	__total__	equipo deportivo	__total__	5113	5113
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/numberOfPostgraduateStudents>	universidad	número de estudiantes de postgrado	284	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/numberOfStudents>	universidad	número de estudiantes	1039	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/numberOfUndergraduateStudents>	universidad	número de estudiantes de pregrado	291	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/officerInCharge>	universidad	oficial encargado	16	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/officialSchoolColour>	universidad	color de la escuela oficial	252	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/other>	universidad	otro	20	1872
http://dbpedia.org/ontology/SportsTeam	<http://dbpedia.org/ontology/owner>	equipo deportivo	propietario	43	5113
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/president>	universidad	presidente	79	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/provost>	universidad	preboste	308	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/staff>	universidad	personal	227	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/state>	universidad	estado	273	1872
http://dbpedia.org/ontology/University	<http://dbpedia.org/ontology/viceChancellor>	universidad	vice canciller	30	1872
http://dbpedia.org/ontology/University	<http://www.georss.org/georss/point>	universidad	punto	325	1872
http://dbpedia.org/ontology/University	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	universidad	tipo	325	1872
http://dbpedia.org/ontology/University	<http://www.w3.org/2003/01/geo/wgs84_pos#lat>	universidad	latitud	325	1872
http://dbpedia.org/ontology/University	<http://www.w3.org/2003/01/geo/wgs84_pos#long>	universidad	longitud	325	1872
http://dbpedia.org/ontology/University	<http://xmlns.com/foaf/0.1/homepage>	universidad	página principal	1739	1872
http://dbpedia.org/ontology/University	<http://xmlns.com/foaf/0.1/logo>	universidad	logo	1	1872
http://dbpedia.org/ontology/University	<http://xmlns.com/foaf/0.1/name>	universidad	nombre	1854	1872
http://dbpedia.org/ontology/University	<http://xmlns.com/foaf/0.1/nick>	universidad	mella	755	1872
http://dbpedia.org/ontology/SportsTeam	<http://xmlns.com/foaf/0.1/nick>	equipo deportivo	mella	2864	5113
http://dbpedia.org/ontology/Broadcaster	<http://dbpedia.org/ontology/broadcastArea>	locutor	transmitir área	1280	2479
http://dbpedia.org/ontology/Broadcaster	<http://dbpedia.org/ontology/broadcastTranslator>	locutor	transmitir traductor	1	2479
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/capacity>	club de fútbol	capacidad	4237	4981
http://dbpedia.org/ontology/Broadcaster	<http://dbpedia.org/ontology/frequency>	locutor	frecuencia (Hz)	278	2479
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/homeArena>	club de fútbol	casa arena	4513	4981
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/homeStadium>	club de fútbol	casa estadio	4567	4981
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/manager>	club de fútbol	gerente	2398	4981
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/owner>	club de fútbol	propietario	43	4981
http://dbpedia.org/ontology/Broadcaster	<http://dbpedia.org/ontology/owningCompany>	locutor	compañía propietaria	889	2479
http://dbpedia.org/ontology/BaseballTeam	<http://dbpedia.org/ontology/position>	equipo de béisbol	posición	54	132
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/position>	club de fútbol	posición	3784	4981
http://dbpedia.org/ontology/Broadcaster	<http://dbpedia.org/ontology/programmeFormat>	locutor	programa de formato	390	2479
http://dbpedia.org/ontology/SoccerClub	<http://dbpedia.org/ontology/season>	club de fútbol	temporada	1352	4981
http://dbpedia.org/ontology/Broadcaster	<http://dbpedia.org/ontology/webcast>	locutor	webcast	3	2479
http://dbpedia.org/ontology/Broadcaster	<http://www.w3.org/2003/01/geo/wgs84_pos#long>	locutor	longitud	12	2479
http://dbpedia.org/ontology/SoccerClub	<http://xmlns.com/foaf/0.1/homepage>	club de fútbol	página principal	25	4981
http://dbpedia.org/ontology/SoccerClub	<http://xmlns.com/foaf/0.1/name>	club de fútbol	nombre	4911	4981
http://dbpedia.org/ontology/SoccerClub	<http://xmlns.com/foaf/0.1/nick>	club de fútbol	mella	2752	4981
http://dbpedia.org/ontology/BasketballTeam	__total__	equipo de baloncesto	__total__	0	0
http://dbpedia.org/ontology/HockeyTeam	__total__	equipo de hockey	__total__	0	0
http://dbpedia.org/ontology/NationalSoccerClub	__total__	nacional de fútbol del club	__total__	0	0
http://dbpedia.org/ontology/RugbyClub	__total__	club de rugby	__total__	0	0
http://dbpedia.org/ontology/SoccerClub	__total__	club de fútbol	__total__	4981	4981
http://dbpedia.org/ontology/SoccerClubSeason	__total__	club de fútbol temporada	__total__	0	0
http://dbpedia.org/ontology/SportsTeamSeason	__total__	deportes equipo estación	__total__	0	0
http://dbpedia.org/ontology/TradeUnion	__total__	sindicato	__total__	0	0
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/broadcastArea>	emisora de radio	transmitir área	542	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/broadcastArea>	canal de televisión	transmitir área	738	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/broadcastNetwork>	emisora de radio	Red de difusión	277	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/broadcastNetwork>	canal de televisión	Red de difusión	337	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/broadcastRepeater>	emisora de radio	transmitir repetidor	4	1029
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/broadcastStationClass>	emisora de radio	difundir la clase de estación	227	1029
http://dbpedia.org/ontology/RadioStation	__total__	emisora de radio	__total__	1029	1029
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/broadcastTranslator>	emisora de radio	transmitir traductor	1	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/foundingYear>	canal de televisión	año de fundación	23	1450
http://dbpedia.org/ontology/TelevisionStation	__total__	canal de televisión	__total__	1450	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/callSign>	emisora de radio	señal de identificación	633	1029
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/city>	emisora de radio	ciudad	862	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/digitalChannel>	canal de televisión	canal digital	595	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/effectiveRadiatedPower>	emisora de radio	effectiveRadiatedPower (W)	95	1029
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/firstAirDate>	emisora de radio	Primera fecha del aire	3	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/firstAirDate>	canal de televisión	Primera fecha del aire	4	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/formerCallsign>	emisora de radio	distintivo de llamada ex	68	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/formerName>	canal de televisión	nombre anterior	286	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/frequency>	emisora de radio	frecuencia (Hz)	278	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/headquarter>	canal de televisión	sede	745	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/keyPerson>	canal de televisión	persona clave	94	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/language>	emisora de radio	idioma	47	1029
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/licensee>	emisora de radio	concesionario	873	1029
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/location>	emisora de radio	ubicación	32	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/network>	canal de televisión	red	552	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/owner>	emisora de radio	propietario	36	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/owningCompany>	canal de televisión	compañía propietaria	889	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/pictureFormat>	canal de televisión	imágenes en el formato	717	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/predecessor>	canal de televisión	predecesor	114	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/programmeFormat>	emisora de radio	programa de formato	198	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/programmeFormat>	canal de televisión	programa de formato	192	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/shareDate>	canal de televisión	fecha share	13	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/shareOfAudience>	canal de televisión	cuota de audiencia	153	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/shareSource>	canal de televisión	Cuota de las fuentes	146	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/sisterStation>	emisora de radio	estación de la hermana	101	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/sisterStation>	canal de televisión	estación de la hermana	639	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/slogan>	emisora de radio	eslogan	727	1029
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/successor>	canal de televisión	sucesor	7	1450
http://dbpedia.org/ontology/TelevisionStation	<http://dbpedia.org/ontology/timeshiftChannel>	canal de televisión	Timeshift canal	178	1450
http://dbpedia.org/ontology/RadioStation	<http://dbpedia.org/ontology/webcast>	emisora de radio	webcast	3	1029
http://dbpedia.org/ontology/RadioStation	<http://www.georss.org/georss/point>	emisora de radio	punto	12	1029
